run_id,assay,well,sample,sample_type,sample_key,run_date,method_id,method_variant,n_total_droplets,n_accepted_droplets,n_nn,n_wt_only,n_mut_only,n_double_positive,n_rain,n_unclassified,n_mut_expected,n_wt_expected,classification_status,classification_message,method_parameters_json
2020-10-15_SNV_D178N,D178N,C03,CJD18-6_fr_D178N,biological_sample,18_6_fr,2020-10-15,bayesian_control_mixture_hard_map,control-anchored Gaussian mixture with hard MAP calls,15621,15226,4191,11034,0,1,395,0,1,11035,ok,NA,"{""class_parameters"":""control_geometry"",""rain_covariance_multiplier"":25,""prior_smoothing"":100}"
2020-10-15_SNV_D178N,D178N,C05,CJD18-17_fr_D178N,biological_sample,18_17_fr,2020-10-15,bayesian_control_mixture_hard_map,control-anchored Gaussian mixture with hard MAP calls,13888,12569,2141,10427,0,1,1319,0,1,10428,ok,NA,"{""class_parameters"":""control_geometry"",""rain_covariance_multiplier"":25,""prior_smoothing"":100}"
2020-10-15_SNV_D178N,D178N,C07,CJD18-24_fr_D178N,biological_sample,18_24_fr,2020-10-15,bayesian_control_mixture_hard_map,control-anchored Gaussian mixture with hard MAP calls,15049,12415,1570,10844,0,1,2634,0,1,10845,ok,NA,"{""class_parameters"":""control_geometry"",""rain_covariance_multiplier"":25,""prior_smoothing"":100}"
2020-10-15_SNV_D178N,D178N,D03,CJD18-6_hc_D178N,biological_sample,18_6_hc,2020-10-15,bayesian_control_mixture_hard_map,control-anchored Gaussian mixture with hard MAP calls,12400,12371,1945,10424,0,2,29,0,2,10426,ok,NA,"{""class_parameters"":""control_geometry"",""rain_covariance_multiplier"":25,""prior_smoothing"":100}"
2020-10-15_SNV_D178N,D178N,D05,CJD18-17_hc_D178N,biological_sample,18_17_hc,2020-10-15,bayesian_control_mixture_hard_map,control-anchored Gaussian mixture with hard MAP calls,12930,12755,2432,10322,0,1,175,0,1,10323,ok,NA,"{""class_parameters"":""control_geometry"",""rain_covariance_multiplier"":25,""prior_smoothing"":100}"
2020-10-15_SNV_D178N,D178N,D07,CJD18-24_hc_D178N,biological_sample,18_24_hc,2020-10-15,bayesian_control_mixture_hard_map,control-anchored Gaussian mixture with hard MAP calls,12035,11879,1536,10343,0,0,156,0,0,10343,ok,NA,"{""class_parameters"":""control_geometry"",""rain_covariance_multiplier"":25,""prior_smoothing"":100}"
2020-10-15_SNV_D178N,D178N,D09,CJD18-31_hc_D178N,biological_sample,18_31_hc,2020-10-15,bayesian_control_mixture_hard_map,control-anchored Gaussian mixture with hard MAP calls,10005,9434,3407,6027,0,0,571,0,0,6027,ok,NA,"{""class_parameters"":""control_geometry"",""rain_covariance_multiplier"":25,""prior_smoothing"":100}"
2020-10-15_SNV_D178N,D178N,E03,CJD18-6_sn_D178N,biological_sample,18_6_sn,2020-10-15,bayesian_control_mixture_hard_map,control-anchored Gaussian mixture with hard MAP calls,13010,12701,2246,10455,0,0,309,0,0,10455,ok,NA,"{""class_parameters"":""control_geometry"",""rain_covariance_multiplier"":25,""prior_smoothing"":100}"
2020-10-15_SNV_D178N,D178N,E05,CJD18-17_sn_D178N,biological_sample,18_17_sn,2020-10-15,bayesian_control_mixture_hard_map,control-anchored Gaussian mixture with hard MAP calls,13175,12686,3741,8945,0,0,489,0,0,8945,ok,NA,"{""class_parameters"":""control_geometry"",""rain_covariance_multiplier"":25,""prior_smoothing"":100}"
2020-10-15_SNV_D178N,D178N,E07,CJD18-24_sn_D178N,biological_sample,18_24_sn,2020-10-15,bayesian_control_mixture_hard_map,control-anchored Gaussian mixture with hard MAP calls,11173,10430,2680,7750,0,0,743,0,0,7750,ok,NA,"{""class_parameters"":""control_geometry"",""rain_covariance_multiplier"":25,""prior_smoothing"":100}"
2020-10-15_SNV_D178N,D178N,E09,CJD18-31_sn_D178N,biological_sample,18_31_sn,2020-10-15,bayesian_control_mixture_hard_map,control-anchored Gaussian mixture with hard MAP calls,11011,9455,2265,7189,0,1,1556,0,1,7190,ok,NA,"{""class_parameters"":""control_geometry"",""rain_covariance_multiplier"":25,""prior_smoothing"":100}"
2020-10-15_SNV_D178N,D178N,F03,CJD18-6_th_D178N,biological_sample,18_6_th,2020-10-15,bayesian_control_mixture_hard_map,control-anchored Gaussian mixture with hard MAP calls,10976,10748,1417,9331,0,0,228,0,0,9331,ok,NA,"{""class_parameters"":""control_geometry"",""rain_covariance_multiplier"":25,""prior_smoothing"":100}"
2020-10-15_SNV_D178N,D178N,F05,CJD18-17_th_D178N,biological_sample,18_17_th,2020-10-15,bayesian_control_mixture_hard_map,control-anchored Gaussian mixture with hard MAP calls,12407,12330,2304,10025,0,1,77,0,1,10026,ok,NA,"{""class_parameters"":""control_geometry"",""rain_covariance_multiplier"":25,""prior_smoothing"":100}"
2020-10-22_SNV_D178N,D178N,A01,NTC_E200K,NTC,ntc,2020-10-22,bayesian_control_mixture_hard_map,control-anchored Gaussian mixture with hard MAP calls,14594,14572,14570,1,1,0,22,0,1,1,ok,NA,"{""class_parameters"":""control_geometry"",""rain_covariance_multiplier"":25,""prior_smoothing"":100}"
2020-10-22_SNV_D178N,D178N,A03,CJD13-21_bg_D178N,biological_sample,13_21_bg,2020-10-22,bayesian_control_mixture_hard_map,control-anchored Gaussian mixture with hard MAP calls,13792,12541,1769,10772,0,0,1251,0,0,10772,ok,NA,"{""class_parameters"":""control_geometry"",""rain_covariance_multiplier"":25,""prior_smoothing"":100}"
2020-10-22_SNV_D178N,D178N,A05,CJD14-24_bg_D178N,biological_sample,14_24_bg,2020-10-22,bayesian_control_mixture_hard_map,control-anchored Gaussian mixture with hard MAP calls,13917,13266,3351,9910,0,5,651,0,5,9915,ok,NA,"{""class_parameters"":""control_geometry"",""rain_covariance_multiplier"":25,""prior_smoothing"":100}"
2020-10-22_SNV_D178N,D178N,A07,CJD20-08_bg_D178N,biological_sample,20_08_bg,2020-10-22,bayesian_control_mixture_hard_map,control-anchored Gaussian mixture with hard MAP calls,14933,14709,4096,10613,0,0,224,0,0,10613,ok,NA,"{""class_parameters"":""control_geometry"",""rain_covariance_multiplier"":25,""prior_smoothing"":100}"
2020-10-22_SNV_D178N,D178N,A09,CJD19-29_fr_D178N,biological_sample,19_29_fr,2020-10-22,bayesian_control_mixture_hard_map,control-anchored Gaussian mixture with hard MAP calls,15716,13959,6186,7773,0,0,1757,0,0,7773,ok,NA,"{""class_parameters"":""control_geometry"",""rain_covariance_multiplier"":25,""prior_smoothing"":100}"
2020-10-22_SNV_D178N,D178N,B01,WT_D178N,WT_control,wt,2020-10-22,bayesian_control_mixture_hard_map,control-anchored Gaussian mixture with hard MAP calls,10594,10517,2205,8309,0,3,77,0,3,8312,ok,NA,"{""class_parameters"":""control_geometry"",""rain_covariance_multiplier"":25,""prior_smoothing"":100}"
2020-10-22_SNV_D178N,D178N,B03,CJD13-21_cb_D178N,biological_sample,13_21_cb,2020-10-22,bayesian_control_mixture_hard_map,control-anchored Gaussian mixture with hard MAP calls,16247,15265,1760,13505,0,0,982,0,0,13505,ok,NA,"{""class_parameters"":""control_geometry"",""rain_covariance_multiplier"":25,""prior_smoothing"":100}"
2020-10-22_SNV_D178N,D178N,B05,CJD14-24_cb_D178N,biological_sample,14_24_cb,2020-10-22,bayesian_control_mixture_hard_map,control-anchored Gaussian mixture with hard MAP calls,13431,12805,4503,8301,0,1,626,0,1,8302,ok,NA,"{""class_parameters"":""control_geometry"",""rain_covariance_multiplier"":25,""prior_smoothing"":100}"
2020-10-22_SNV_D178N,D178N,B07,CJD20-08_cb_D178N,biological_sample,20_08_cb,2020-10-22,bayesian_control_mixture_hard_map,control-anchored Gaussian mixture with hard MAP calls,13836,12879,2692,10187,0,0,957,0,0,10187,ok,NA,"{""class_parameters"":""control_geometry"",""rain_covariance_multiplier"":25,""prior_smoothing"":100}"
2020-10-22_SNV_D178N,D178N,C01,D178N-mut,positive_control,,2020-10-22,bayesian_control_mixture_hard_map,control-anchored Gaussian mixture with hard MAP calls,15354,14489,12169,1404,809,107,865,0,916,1511,ok,NA,"{""class_parameters"":""control_geometry"",""rain_covariance_multiplier"":25,""prior_smoothing"":100}"
2020-10-22_SNV_D178N,D178N,C03,CJD13-21_fr_D178N,biological_sample,13_21_fr,2020-10-22,bayesian_control_mixture_hard_map,control-anchored Gaussian mixture with hard MAP calls,12568,12376,1560,10815,0,1,192,0,1,10816,ok,NA,"{""class_parameters"":""control_geometry"",""rain_covariance_multiplier"":25,""prior_smoothing"":100}"
2020-10-22_SNV_D178N,D178N,C05,CJD14-24_fr_D178N,biological_sample,14_24_fr,2020-10-22,bayesian_control_mixture_hard_map,control-anchored Gaussian mixture with hard MAP calls,15282,13491,3401,10088,0,2,1791,0,2,10090,ok,NA,"{""class_parameters"":""control_geometry"",""rain_covariance_multiplier"":25,""prior_smoothing"":100}"
2020-10-22_SNV_D178N,D178N,C07,CJD20-08_fr_D178N,biological_sample,20_08_fr,2020-10-22,bayesian_control_mixture_hard_map,control-anchored Gaussian mixture with hard MAP calls,15760,15730,3908,11818,0,4,30,0,4,11822,ok,NA,"{""class_parameters"":""control_geometry"",""rain_covariance_multiplier"":25,""prior_smoothing"":100}"
2020-10-22_SNV_D178N,D178N,D03,CJD13-21_sn_D178N,biological_sample,13_21_sn,2020-10-22,bayesian_control_mixture_hard_map,control-anchored Gaussian mixture with hard MAP calls,14888,14440,2272,12165,1,2,448,0,3,12167,ok,NA,"{""class_parameters"":""control_geometry"",""rain_covariance_multiplier"":25,""prior_smoothing"":100}"
2020-10-22_SNV_D178N,D178N,D05,CJD14-24_hc_D178N,biological_sample,14_24_hc,2020-10-22,bayesian_control_mixture_hard_map,control-anchored Gaussian mixture with hard MAP calls,11561,11519,1715,9804,0,0,42,0,0,9804,ok,NA,"{""class_parameters"":""control_geometry"",""rain_covariance_multiplier"":25,""prior_smoothing"":100}"
2020-10-22_SNV_D178N,D178N,D07,CJD20-08_sn_D178N,biological_sample,20_08_sn,2020-10-22,bayesian_control_mixture_hard_map,control-anchored Gaussian mixture with hard MAP calls,14810,14357,3473,10883,0,1,453,0,1,10884,ok,NA,"{""class_parameters"":""control_geometry"",""rain_covariance_multiplier"":25,""prior_smoothing"":100}"
2020-10-22_SNV_D178N,D178N,E03,CJD13-21_th_D178N,biological_sample,13_21_th,2020-10-22,bayesian_control_mixture_hard_map,control-anchored Gaussian mixture with hard MAP calls,15117,14721,8951,5770,0,0,396,0,0,5770,ok,NA,"{""class_parameters"":""control_geometry"",""rain_covariance_multiplier"":25,""prior_smoothing"":100}"
2020-10-22_SNV_D178N,D178N,E05,CJD14-24_sn_D178N,biological_sample,14_24_sn,2020-10-22,bayesian_control_mixture_hard_map,control-anchored Gaussian mixture with hard MAP calls,14604,14430,649,13781,0,0,174,0,0,13781,ok,NA,"{""class_parameters"":""control_geometry"",""rain_covariance_multiplier"":25,""prior_smoothing"":100}"
2020-10-22_SNV_D178N,D178N,E07,CJD20-08_th_D178N,biological_sample,20_08_th,2020-10-22,bayesian_control_mixture_hard_map,control-anchored Gaussian mixture with hard MAP calls,14117,14031,5510,8521,0,0,86,0,0,8521,ok,NA,"{""class_parameters"":""control_geometry"",""rain_covariance_multiplier"":25,""prior_smoothing"":100}"
2020-10-22_SNV_D178N,D178N,F05,CJD14-24_th_D178N,biological_sample,14_24_th,2020-10-22,bayesian_control_mixture_hard_map,control-anchored Gaussian mixture with hard MAP calls,13442,11834,173,11661,0,0,1608,0,0,11661,ok,NA,"{""class_parameters"":""control_geometry"",""rain_covariance_multiplier"":25,""prior_smoothing"":100}"
2020-10-29_SNV_D178N,D178N,A01,CJD17-20_bg,biological_sample,17_20_bg,2020-10-29,bayesian_control_mixture_hard_map,control-anchored Gaussian mixture with hard MAP calls,14623,14590,2313,12276,0,1,33,0,1,12277,ok,NA,"{""class_parameters"":""control_geometry"",""rain_covariance_multiplier"":25,""prior_smoothing"":100}"
2020-10-29_SNV_D178N,D178N,A05,CJD17-31_bg,biological_sample,17_31_bg,2020-10-29,bayesian_control_mixture_hard_map,control-anchored Gaussian mixture with hard MAP calls,13105,13067,1208,11858,0,1,38,0,1,11859,ok,NA,"{""class_parameters"":""control_geometry"",""rain_covariance_multiplier"":25,""prior_smoothing"":100}"
2020-10-29_SNV_D178N,D178N,A07,CJD17-32_bg,biological_sample,17_32_bg,2020-10-29,bayesian_control_mixture_hard_map,control-anchored Gaussian mixture with hard MAP calls,9128,9033,3968,5065,0,0,95,0,0,5065,ok,NA,"{""class_parameters"":""control_geometry"",""rain_covariance_multiplier"":25,""prior_smoothing"":100}"
2020-10-29_SNV_D178N,D178N,A09,CJD18-5_bg,biological_sample,18_5_bg,2020-10-29,bayesian_control_mixture_hard_map,control-anchored Gaussian mixture with hard MAP calls,12999,12977,3533,9444,0,0,22,0,0,9444,ok,NA,"{""class_parameters"":""control_geometry"",""rain_covariance_multiplier"":25,""prior_smoothing"":100}"
2020-10-29_SNV_D178N,D178N,B01,CJD17-20_cb,biological_sample,17_20_cb,2020-10-29,bayesian_control_mixture_hard_map,control-anchored Gaussian mixture with hard MAP calls,15623,15587,1717,13867,0,3,36,0,3,13870,ok,NA,"{""class_parameters"":""control_geometry"",""rain_covariance_multiplier"":25,""prior_smoothing"":100}"
2020-10-29_SNV_D178N,D178N,B05,CJD17-31_hc,biological_sample,17_31_hc,2020-10-29,bayesian_control_mixture_hard_map,control-anchored Gaussian mixture with hard MAP calls,12912,11893,1140,10750,0,3,1019,0,3,10753,ok,NA,"{""class_parameters"":""control_geometry"",""rain_covariance_multiplier"":25,""prior_smoothing"":100}"
2020-10-29_SNV_D178N,D178N,B07,CJD17-32_cb,biological_sample,17_32_cb,2020-10-29,bayesian_control_mixture_hard_map,control-anchored Gaussian mixture with hard MAP calls,12520,12504,5541,6961,1,1,16,0,2,6962,ok,NA,"{""class_parameters"":""control_geometry"",""rain_covariance_multiplier"":25,""prior_smoothing"":100}"
2020-10-29_SNV_D178N,D178N,B09,CJD18-5_cb,biological_sample,18_5_cb,2020-10-29,bayesian_control_mixture_hard_map,control-anchored Gaussian mixture with hard MAP calls,9194,9072,1619,7453,0,0,122,0,0,7453,ok,NA,"{""class_parameters"":""control_geometry"",""rain_covariance_multiplier"":25,""prior_smoothing"":100}"
2020-10-29_SNV_D178N,D178N,C01,CJD17-20_fr,biological_sample,17_20_fr,2020-10-29,bayesian_control_mixture_hard_map,control-anchored Gaussian mixture with hard MAP calls,15777,15751,1206,14542,0,3,26,0,3,14545,ok,NA,"{""class_parameters"":""control_geometry"",""rain_covariance_multiplier"":25,""prior_smoothing"":100}"
2020-10-29_SNV_D178N,D178N,C05,CJD17-31_sn,biological_sample,17_31_sn,2020-10-29,bayesian_control_mixture_hard_map,control-anchored Gaussian mixture with hard MAP calls,12274,12167,4427,7739,1,0,107,0,1,7739,ok,NA,"{""class_parameters"":""control_geometry"",""rain_covariance_multiplier"":25,""prior_smoothing"":100}"
2020-10-29_SNV_D178N,D178N,C07,CJD17-32_fr,biological_sample,17_32_fr,2020-10-29,bayesian_control_mixture_hard_map,control-anchored Gaussian mixture with hard MAP calls,13841,13836,6660,7175,0,1,5,0,1,7176,ok,NA,"{""class_parameters"":""control_geometry"",""rain_covariance_multiplier"":25,""prior_smoothing"":100}"
2020-10-29_SNV_D178N,D178N,C09,CJD18-5_fr,biological_sample,18_5_fr,2020-10-29,bayesian_control_mixture_hard_map,control-anchored Gaussian mixture with hard MAP calls,12757,12594,2000,10592,0,2,163,0,2,10594,ok,NA,"{""class_parameters"":""control_geometry"",""rain_covariance_multiplier"":25,""prior_smoothing"":100}"
2020-10-29_SNV_D178N,D178N,D01,CJD17-20_sn,biological_sample,17_20_sn,2020-10-29,bayesian_control_mixture_hard_map,control-anchored Gaussian mixture with hard MAP calls,17008,16924,3733,13189,0,2,84,0,2,13191,ok,NA,"{""class_parameters"":""control_geometry"",""rain_covariance_multiplier"":25,""prior_smoothing"":100}"
2020-10-29_SNV_D178N,D178N,D05,CJD17-31_th,biological_sample,17_31_th,2020-10-29,bayesian_control_mixture_hard_map,control-anchored Gaussian mixture with hard MAP calls,14061,14013,3387,10623,0,3,48,0,3,10626,ok,NA,"{""class_parameters"":""control_geometry"",""rain_covariance_multiplier"":25,""prior_smoothing"":100}"
2020-10-29_SNV_D178N,D178N,D07,CJD17-32_hc,biological_sample,17_32_hc,2020-10-29,bayesian_control_mixture_hard_map,control-anchored Gaussian mixture with hard MAP calls,13447,13443,7856,5587,0,0,4,0,0,5587,ok,NA,"{""class_parameters"":""control_geometry"",""rain_covariance_multiplier"":25,""prior_smoothing"":100}"
2020-10-29_SNV_D178N,D178N,D09,CJD18-5_hc,biological_sample,18_5_hc,2020-10-29,bayesian_control_mixture_hard_map,control-anchored Gaussian mixture with hard MAP calls,11574,11462,1854,9605,0,3,112,0,3,9608,ok,NA,"{""class_parameters"":""control_geometry"",""rain_covariance_multiplier"":25,""prior_smoothing"":100}"
2020-10-29_SNV_D178N,D178N,E01,CJD17-20_th,biological_sample,17_20_th,2020-10-29,bayesian_control_mixture_hard_map,control-anchored Gaussian mixture with hard MAP calls,11943,11933,7654,4278,0,1,10,0,1,4279,ok,NA,"{""class_parameters"":""control_geometry"",""rain_covariance_multiplier"":25,""prior_smoothing"":100}"
2020-10-29_SNV_D178N,D178N,E03,CJD17-30_th,biological_sample,17_30_th,2020-10-29,bayesian_control_mixture_hard_map,control-anchored Gaussian mixture with hard MAP calls,15368,15301,1379,13920,0,2,67,0,2,13922,ok,NA,"{""class_parameters"":""control_geometry"",""rain_covariance_multiplier"":25,""prior_smoothing"":100}"
2020-10-29_SNV_D178N,D178N,E05,CJD18-1_bg,biological_sample,18_1_bg,2020-10-29,bayesian_control_mixture_hard_map,control-anchored Gaussian mixture with hard MAP calls,13210,13141,7346,5794,1,0,69,0,1,5794,ok,NA,"{""class_parameters"":""control_geometry"",""rain_covariance_multiplier"":25,""prior_smoothing"":100}"
2020-10-29_SNV_D178N,D178N,E07,CJD17-32_sn,biological_sample,17_32_sn,2020-10-29,bayesian_control_mixture_hard_map,control-anchored Gaussian mixture with hard MAP calls,13143,13118,2092,11025,0,1,25,0,1,11026,ok,NA,"{""class_parameters"":""control_geometry"",""rain_covariance_multiplier"":25,""prior_smoothing"":100}"
2020-10-29_SNV_D178N,D178N,E09,CJD18-5_sn,biological_sample,18_5_sn,2020-10-29,bayesian_control_mixture_hard_map,control-anchored Gaussian mixture with hard MAP calls,13404,13314,2610,10695,2,7,90,0,9,10702,ok,NA,"{""class_parameters"":""control_geometry"",""rain_covariance_multiplier"":25,""prior_smoothing"":100}"
2020-10-29_SNV_D178N,D178N,F01,NTC,NTC,ntc,2020-10-29,bayesian_control_mixture_hard_map,control-anchored Gaussian mixture with hard MAP calls,15177,15173,15173,0,0,0,4,0,0,0,ok,NA,"{""class_parameters"":""control_geometry"",""rain_covariance_multiplier"":25,""prior_smoothing"":100}"
2020-10-29_SNV_D178N,D178N,F05,CJD18-1_cb,biological_sample,18_1_cb,2020-10-29,bayesian_control_mixture_hard_map,control-anchored Gaussian mixture with hard MAP calls,13637,13599,5922,7674,1,2,38,0,3,7676,ok,NA,"{""class_parameters"":""control_geometry"",""rain_covariance_multiplier"":25,""prior_smoothing"":100}"
2020-10-29_SNV_D178N,D178N,F07,CJD17-32_th,biological_sample,17_32_th,2020-10-29,bayesian_control_mixture_hard_map,control-anchored Gaussian mixture with hard MAP calls,9126,9039,2460,6579,0,0,87,0,0,6579,ok,NA,"{""class_parameters"":""control_geometry"",""rain_covariance_multiplier"":25,""prior_smoothing"":100}"
2020-10-29_SNV_D178N,D178N,G01,WT,WT_control,wt,2020-10-29,bayesian_control_mixture_hard_map,control-anchored Gaussian mixture with hard MAP calls,11098,11007,404,10603,0,0,91,0,0,10603,ok,NA,"{""class_parameters"":""control_geometry"",""rain_covariance_multiplier"":25,""prior_smoothing"":100}"
2020-10-29_SNV_D178N,D178N,G05,CJD18-1_fr,biological_sample,18_1_fr,2020-10-29,bayesian_control_mixture_hard_map,control-anchored Gaussian mixture with hard MAP calls,13116,13073,2000,11067,1,5,43,0,6,11072,ok,NA,"{""class_parameters"":""control_geometry"",""rain_covariance_multiplier"":25,""prior_smoothing"":100}"
2020-10-29_SNV_D178N,D178N,H01,D178N-mut,positive_control,,2020-10-29,bayesian_control_mixture_hard_map,control-anchored Gaussian mixture with hard MAP calls,16050,16006,15026,508,465,7,44,0,472,515,ok,NA,"{""class_parameters"":""control_geometry"",""rain_covariance_multiplier"":25,""prior_smoothing"":100}"
2020-10-29_SNV_D178N,D178N,H05,CJD18-1_hc,biological_sample,18_1_hc,2020-10-29,bayesian_control_mixture_hard_map,control-anchored Gaussian mixture with hard MAP calls,12354,12298,4451,7847,0,0,56,0,0,7847,ok,NA,"{""class_parameters"":""control_geometry"",""rain_covariance_multiplier"":25,""prior_smoothing"":100}"
2020-11-05_SNV_D178N,D178N,A01,CJD17-15_th,biological_sample,17_15_th,2020-11-05,bayesian_control_mixture_hard_map,control-anchored Gaussian mixture with hard MAP calls,17302,17296,976,16317,1,2,6,0,3,16319,ok,NA,"{""class_parameters"":""control_geometry"",""rain_covariance_multiplier"":25,""prior_smoothing"":100}"
2020-11-05_SNV_D178N,D178N,A03,CJD17-13_bg,biological_sample,17_13_bg,2020-11-05,bayesian_control_mixture_hard_map,control-anchored Gaussian mixture with hard MAP calls,18564,18548,1,18547,0,0,16,0,0,18547,ok,NA,"{""class_parameters"":""control_geometry"",""rain_covariance_multiplier"":25,""prior_smoothing"":100}"
2020-11-05_SNV_D178N,D178N,A05,CJD17-11_bg,biological_sample,17_11_bg,2020-11-05,bayesian_control_mixture_hard_map,control-anchored Gaussian mixture with hard MAP calls,16613,16603,652,15948,0,3,10,0,3,15951,ok,NA,"{""class_parameters"":""control_geometry"",""rain_covariance_multiplier"":25,""prior_smoothing"":100}"
